address,lat,lng,price,bed,bath,sqft,lotSize,property_type,property_style,year_built
"200 Acres Macintosh Mountain Rd West Bay Road, NS B0E 3L0",0.0,0.0,199000.0,,,0,8711965.0,Land,,
"Shaws Lake Pondville, NS B0E 1A0",0.0,0.0,179000.0,,,0,1631840.0,Land,,
"95 Church Point Rd River Bourgeois, NS B0E 2X0",45.633759,-60.930588,239000.0,3.0,2.0,0,43560.0,Single Family,,
"1193 Grandique Rd Grand Lake, NS B0E 1A0",0.0,0.0,445000.0,5.0,2.0,0,348480.0,Single Family,2 Level,1991.0
"77 Lower River Rd Cleveland, NS B0E 1J0",45.664066,-61.233128,549750.0,3.0,2.0,0,294466.0,Single Family,,1996.0
"10 Lakeview Dr St. Peter's, NS B0E 3B0",45.697334,-60.883572,279000.0,3.0,2.0,0,7501.0,Single Family,Bungalow,1984.0
"Lot1 Hwy 4 Cleveland, NS B0E 1J0",0.0,0.0,59000.0,,,0,228938.0,Land,,
"1558 Salmon River Rd L'ardoise, NS B0E 1S0",45.615387,-60.767002,99000.0,3.0,1.0,0,40541.0,Single Family,,
"Lot 23 Sky Way Big Harbour, NS B0E 2Y0",45.875797,-61.230518,150000.0,,,0,97988.0,Land,,
"5930 Marble Mountain Rd Marble Mountain, NS B0E 3K0",45.82687,-61.027824,167500.0,,,0,114389.0,Land,,
"4289 Marble Mountain Rd Lime Hill, NS B0E 3K0",0.0,0.0,280000.0,2.0,2.0,0,1306800.0,Single Family,Mini,2010.0
"Lot 21-7 Alexander Drive Baddeck, NS B0E 1B0",0.0,0.0,65000.0,,,0,,Land,,
"Lot 21-6 Alexander Drive Baddeck, NS B0E 1B0",46.106142,-60.748003,57000.0,,,0,9148.0,Land,,
"Lot 21-5 Alexander Drive Baddeck, NS B0E 1B0",0.0,0.0,69000.0,,,0,16775.0,Land,,
"Lot 21-1 Alexander Drive Baddeck, NS B0E 1B0",0.0,0.0,49000.0,,,0,11265.0,Land,,
"Lot 21-2 Alexander Drive Baddeck, NS B0E 1B0",46.10604,-60.747857,49000.0,,,0,11265.0,Land,,
"Lot 21-3 Alexander Drive Baddeck, NS B0E 1B0",0.0,0.0,65000.0,,,0,14266.0,Land,,
"Lot 10 Alexander Drive Baddeck, NS B0E 1B0",0.0,0.0,60000.0,,,0,6368.0,Land,,
"11 23 Golden View Dr St George's Channel, NS B0E 3K0",0.0,0.0,2700000.0,8.0,6.0,0,14955864.0,Single Family,,2021.0
"118 Old Black River Rd Dundee, NS B0E 3K0",45.697617,-61.095867,319000.0,2.0,1.0,0,31363.0,Single Family,,1955.0
"Lot 2 Grandique Road Arichat, NS B0E 1K0",0.0,0.0,119000.0,,,0,241205.0,Land,,
"Highway 247 Lower L'ardoise, NS B0E 1W0",0.0,0.0,79000.0,,,0,333670.0,Land,,
"81 Orion Cres Walkerville, NS B0E 1J0",45.60534,-61.22475,108000.0,,,0,151153.0,Land,,
"Lot 105 Highway Blues Mills, NS B0E 3M0",0.0,0.0,385000.0,,,0,17136636.0,Land,,
"Lot 46 Marble Mountain Road West Bay Marshes, NS B0E 3K0",0.0,0.0,79000.0,,,0,361548.0,Land,,
"Lot 3 Marble Mountain Road|allan't Pt Subdivison Malagawatch, NS B0E 2K0",45.874828,-61.042828,39900.0,,,0,178160.0,Land,,
"West Bay Highway The Points West Bay, NS B0E 3K0",45.749718,-60.983032,59900.0,,,0,160301.0,Land,,
"Lot7 Janvrin Harbour Road St. Marys, NS B0E 3J0",0.0,0.0,95000.0,,,0,135676.0,Land,,
"318 Barren Rd River Denys, NS B0E 2Y0",45.839787,-61.160866,374000.0,2.0,1.0,0,10759999.0,Single Family,,
"29 Pottie Rd Rockdale, NS B0E 3B0",0.0,0.0,179000.0,2.0,2.0,0,31551.0,Single Family,,
"Lot 126 Manfred Prekau Drive Hay Cove, NS B0E 3B0",0.0,0.0,79000.0,,,0,118048.0,Land,,
"19 Macleod Point Rd Bucklaw, NS B0E 3M0",0.0,0.0,99900.0,,,0,204732.0,Land,,
"Shore Road Dunvegan, NS B0E 2B0",0.0,0.0,39000.0,,,0,87120.0,Land,,
"Macleod's Point Road|hwy 105 Bucklaw, NS B0E 3M0",0.0,0.0,110000.0,,,0,145055.0,Land,,
"395 Highway Ainslie Glen, NS B0E 3M0",0.0,0.0,34000.0,,,0,181645.0,Land,,
"2 Lots 395 Hwy Ainslie Glen, NS B0E 3M0",0.0,0.0,50000.0,,,0,1045440.0,Land,,
"Lot Joseph Macfarlane Drive Whycocomagh Bay, NS B0E 2Y0",0.0,0.0,69000.0,,,0,1176120.0,Land,,
"Lots 23-1&26 Perry Lane Lennox Passage, NS B0E 1K0",0.0,0.0,425000.0,,,0,3418619.0,Land,,
"Lot 20 Perry Lane Lennox Passage, NS B0E 1K0",45.56855,-60.975826,65200.0,,,0,130680.0,Land,,
"Lot 9 Lelacheur Lane Lennox Passage, NS B0E 1K0",0.0,0.0,147500.0,,,0,2481082.0,Land,,
"3 No 4 Hwy Kempt Road, NS B0E 1J0",45.631435,-61.278522,19500.0,,,0,1123848.0,Land,,
"Lot 48 Fourchu Road Cape Breton, NS B0E 1B0",46.172775,-60.729427,29500.0,,,0,102558.0,Land,,
"Lot 6 4 Highway Cleveland, NS B0E 1J0",0.0,0.0,34900.0,,,0,100144.0,Land,,
"Lot 1e Marble Mountain Road Malagawatch, NS B0E 2Y0",0.0,0.0,195000.0,,,0,121681.0,Land,,
"Lot 1b Marble Mountain Road Malagawatch, NS B0E 2Y0",0.0,0.0,89000.0,,,0,100144.0,Land,,
"Lot 49 Redbird Drive Malagawatch, NS B0E 2Y0",0.0,0.0,159000.0,,,0,152904.0,Land,,
"Lot 1c Marble Mountain Road Malagawatch, NS B0E 2Y0",0.0,0.0,90900.0,,,0,96912.0,Land,,
"21 Fraser St Port Hood, NS B0E 2W0",46.016773,-61.529747,699000.0,4.0,2.0,0,10999.0,Single Family,,
"Parcel A Rosemary Dr St George's Channel, NS B0E 3K0",0.0,0.0,240000.0,,,0,485258.0,Land,,
"340 Mountain Rd Chticamp, NS B0E 1H0",46.586464,-60.998852,599900.0,3.0,3.0,0,170755.0,Single Family,2 Level,2002.0
"320 Highway Poulamon, NS B0E 1K0",0.0,0.0,35000.0,,,0,131399.0,Land,,
"Acreage Highway 252 Stewartdale, NS B0E 3M0",0.0,0.0,69999.0,,,0,1263240.0,Land,,
"Floda Island Inverness, Subd. A, NS B0E 3K0",0.0,0.0,429900.0,,,0,1263240.0,Land,,
"Evanston Rd Evanston, NS B0E 1J0",0.0,0.0,39500.0,,,0,76230.0,Land,,
"4 Riverside Rd #3 Cleveland, NS B0E 1J0",45.783047,-61.322102,15000.0,,,0,30000.0,Land,,
"72 Upper Railway St Inverness, NS B0E 1N0",46.227806,-61.30299,282500.0,4.0,1.0,0,8747.0,Single Family,Bungalow,1974.0
"Lot 1a-41 Maple Drive Cape George, NS B0E 3B0",45.900605,-61.097645,110000.0,,,0,104980.0,Land,,
"Lot 15 Lower River Road Grantville, NS B0E 1J0",0.0,0.0,34000.0,,,0,,Land,,
"523 Chebucto St Baddeck, NS B0E 1B0",46.101341,-60.749084,549000.0,4.0,2.0,0,17520.0,Single Family,,1902.0
"Lot 4 Grandique Road Arichat, NS B0E 1K0",0.0,0.0,197000.0,,,0,331657.0,Land,,
"3844 W Lake Ainslie Rd West Lake Ainslie, NS B0E 3M0",46.074711,-61.137352,279900.0,2.0,1.0,0,1742400.0,Single Family,Bungalow,1977.0
"Marble Mountain Road Malagawatch, NS B0E 3K0",45.780804,-61.115494,19000.0,,,0,119354.0,Land,,
"11838 Cabot Trl Cap Le Moine, NS B0E 3A0",46.490662,-61.06284,124900.0,,,0,932184.0,Land,,
"40 Birch Pond Ln West Bay Marshes, NS B0E 3K0",0.0,0.0,549000.0,5.0,2.0,0,146362.0,Single Family,,1999.0
"592 Glencoe Rd Glencoe, NS B0E 1X0",0.0,0.0,215000.0,,,0,12323124.0,Land,,
"Lot 5 Cabot Trail Chticamp, NS B0E 1H0",0.0,0.0,95000.0,,,0,466092.0,Land,,
"123 French Cove Rd French Cove, NS B0E 3B0",0.0,0.0,675000.0,4.0,2.0,0,69696.0,Single Family,Bungalow,
"234 Redbird Dr Malagawatch, NS B0E 2Y0",0.0,0.0,1200000.0,6.0,3.0,0,155061.0,Single Family,"3 Level,Contemporary",2022.0
"85 Walkerville Rd Walkerville, NS B0E 1J0",45.605675,-61.197895,599000.0,4.0,4.0,0,127670.0,Single Family,,2009.0
"Lot 25 Doris Lane Kempt Road, NS B0E 1J0",0.0,0.0,35000.0,,,0,183388.0,Land,,
"Lot 5-21 Cabot Trail Road St. Anns, NS B0E 1B0",46.107532,-60.860903,147000.0,,,0,174240.0,Land,,
"Bona Road Lower L'ardoise, NS B0E 1W0",0.0,0.0,39000.0,,,0,326700.0,Land,,
"166 Rankinville Rd Mabou, NS B0E 1X0",46.064106,-61.387901,1149000.0,5.0,2.0,0,9800538.0,Farm,,1922.0
"15495 Cabot Trl Chticamp, NS B0E 1H0",0.0,0.0,550000.0,3.0,2.0,0,5550.0,Single Family,,2015.0
"539 Northside River Bourgeois Rd River Bourgeois, NS B0E 2X0",45.635403,-60.942181,129900.0,4.0,,0,55339.0,Single Family,,1924.0
"778 Veterans Memorial Dr Arichat, NS B0E 1A0",45.511398,-61.007664,699000.0,5.0,3.0,0,8599.0,Single Family,3 Level,1890.0
"East River East Side Road Glencoe, NS B0E 2W0",45.463345,-62.623711,175000.0,,,0,4356000.0,Land,,
"Lot 15 Old Country Road Baddeck Inlet, NS B0E 1B0",0.0,0.0,70000.0,,,0,116741.0,Land,,
"960 Cheticamp Back Rd Belle Marche, NS B0E 1H0",0.0,0.0,130000.0,2.0,1.0,0,30000.0,Single Family,,
"112 Lynchs River Rd St. Peter's, NS B0E 3B0",45.653996,-60.817352,239000.0,3.0,1.0,0,3301848.0,Single Family,,1942.0
"West Side Ainslie Glen Road West Lake Ainslie, NS B0E 3M0",46.033894,-61.147793,27000.0,,,0,1187010.0,Land,,
"49 Lucas Ln #4 Cleveland, NS B0E 1J0",45.638157,-61.16404,39000.0,,,0,112385.0,Land,,
"Chemin Du Lac Road Grand Tang, NS B0E 1H0",46.62009,-61.00153,125000.0,,,0,653400.0,Land,,
"Lot 8 APT 4 Highway Road Cleveland, NS B0E 1J0",45.631435,-61.278522,59000.0,,,0,106604.0,Land,,
"1165 Janvrin Harbour Rd Janvrin Harbour, NS B0E 3J0",45.531505,-61.154831,120000.0,,,0,134165.0,Land,,
"Lot 2bcde Foot Of Mountain Road Inverness County, NS B0E 1H0",46.590229,-61.001282,99900.0,,,0,151153.0,Land,,
"Lot Highway 344 Hadleyville, NS B0E 2G0",45.56221,-61.438339,211000.0,,,0,6189877.0,Land,,
"65 Starling Ln Cleveland, NS B0E 1J0",45.631435,-61.278522,345000.0,3.0,1.0,0,235224.0,Single Family,,2023.0
"11 Harbourview Dr Cape Breton, NS B0E 3J0",45.537674,-61.087669,125000.0,,,0,59991.0,Land,,
"Lot 9 Trout Lake Dr Grande Anse, NS B0E 1V0",0.0,0.0,75000.0,,,0,126324.0,Land,,
"Lot 20 Golden Shore Lane West Bay Marshes, NS B0E 3K0",0.0,0.0,99000.0,,,0,146819.0,Land,,
"Lot 1 241 Walkerville Road Walkerville, NS B0E 1J0",45.599556,-61.205664,125000.0,,,0,122839.0,Land,,
"Evanston Road Evanston, NS B0E 1J0",45.638126,-61.221508,49000.0,,,0,91476.0,Land,,
"Eden Road Valley Mills, NS B0E 2Y0",0.0,0.0,149000.0,,,0,3920400.0,Land,,
"Carding Mill Road Grand Tang, NS B0E 1L0",0.0,0.0,75000.0,,,0,1219680.0,Land,,
"10214 Grenville St St. Peter's, NS B0E 3B0",45.653912,-60.862797,209000.0,3.0,2.0,0,17202.0,Single Family,Mini,
"3 4 Barren Rd River Denys, NS B0E 2Y0",0.0,0.0,45000.0,,,0,224334.0,Land,,
"Macgarry Road Cap Le Moine, NS B0E 1H0",46.519657,-61.052917,49000.0,,,0,653400.0,Land,,
"Lot Highway 320 Louisdale, NS B0E 1V0",0.0,0.0,50000.0,,,0,67204.0,Land,,
"Lot 1a-19 Maple Dr Cape George, NS B0E 3B0",0.0,0.0,104000.0,,,0,194713.0,Land,,
"Lot 2 Mabou Road Judique North, NS B0E 1P0",0.0,0.0,39000.0,,,0,522720.0,Land,,
"South Cove Road South Cove, NS B0E 1T0",45.978172,-60.96389,99900.0,,,0,1089000.0,Land,,
"Lot 10 Duke Lane Malagawatch, NS B0E 2Y0",45.875797,-61.230518,59500.0,,,0,108756.0,Land,,
"Lot 1 Haddock Harbour St. Marys, NS B0E 3J0",0.0,0.0,299000.0,1.0,1.0,0,4329864.0,Single Family,"Chalet,Cottage,Camp",2000.0
"Cabot Trail Grand Tang, NS B0E 1L0",0.0,0.0,94900.0,,,0,65340.0,Land,,
"South Harbour Sampsonville, NS B0E 3B0",0.0,0.0,85000.0,,,0,100188.0,Land,,
"Plateau Road Chticamp, NS B0E 1H0",0.0,0.0,19999.0,,,0,59242.0,Land,,
"41 Back Rdport Hood Is Port Hood Island, NS B0E 2W0",0.0,0.0,525000.0,3.0,2.0,0,261360.0,Single Family,,
"53 Starling Ln Cleveland, NS B0E 1J0",45.65381,-61.23899,99000.0,,,0,169884.0,Land,,
"Marble Mountain Road West Bay Marshes, NS B0E 3K0",0.0,0.0,169000.0,,,0,775847.0,Land,,
"27 Chemin Shomphe Rd Chticamp, NS B0E 1H0",0.0,0.0,139000.0,2.0,1.0,0,102301.0,Single Family,2 Level,1949.0
"Lot Salmon River Road L'ardoise, NS B0E 1S0",0.0,0.0,19999.0,,,0,43560.0,Land,,
"15182 Cabot Trl Chticamp, NS B0E 1H0",0.0,0.0,199500.0,2.0,2.0,0,3751.0,Single Family,,1930.0
"305 Militia Point Rd Militia Point, NS B0E 2Y0",45.849739,-60.953789,1300000.0,2.0,2.0,0,3789720.0,Single Family,2 Level,1974.0
"Macleod Point Bucklaw, NS B0E 1H0",0.0,0.0,78000.0,,,0,141757.0,Land,,
"458 Cenotaph Rd Inverness, Subd. C, NS B0E 3L0",45.726952,-61.26152,179000.0,4.0,1.0,0,30414.0,Single Family,,1932.0
"17 Chemin De Susanne Rd Chticamp, NS B0E 1H0",0.0,0.0,525000.0,2.0,2.0,0,16000.0,Single Family,Bungalow,1976.0
"737 Red River Rd PLEASANT HILL, NS B0E 2P0",46.846821,-60.774922,5999900.0,,,0,348480.0,Land,,
"29 Acres West Bay Hwy St. Georges Channel, NS B0E 3K0",0.0,0.0,99000.0,,,0,1283713.0,Land,,
"Meagher Road Hays River, NS B0E 3M0",0.0,0.0,260000.0,,,0,10149480.0,Land,,
"190 Acres Middle Rd Pondville, NS B0E 1K0",0.0,0.0,695000.0,,,0,2147483647.0,Land,,
"Highway 4 Soldiers Cove, NS B0E 3B0",0.0,0.0,89000.0,,,0,1524600.0,Land,,
"Lot5 Lower River Road Grantville, NS B0E 1J0",0.0,0.0,60000.0,,,0,242281.0,Land,,
"33 Matway Dr #7f Dr # 7f St. Peter's, NS B0E 3B0",45.657341,-60.883614,299000.0,4.0,3.0,0,9884.0,Single Family,,2004.0
"4155 W Bay Hwy The Points West Bay, NS B0E 3K0",45.73711,-61.003319,749000.0,4.0,3.0,0,174240.0,Single Family,,2000.0
"19564 Marsh Brook Rd Margaree Valley, NS B0E 2C0",46.383129,-61.031376,109900.0,,,0,6751800.0,Land,,
"Lot 1a-61 Maple Dr Cape George Estates, NS B0E 3B0",0.0,0.0,169000.0,,,0,158558.0,Land,,
"329 Grandique Ferry Rd Louisdale, NS B0E 1V0",45.603046,-61.047577,249900.0,2.0,3.0,0,19092.0,Single Family,Bungalow,
"Acres Bouchers Lane Arichat, NS B0E 1A0",0.0,0.0,50000.0,,,0,261360.0,Land,,
"19 St Peters Fourchu Rd Lower L'ardoise, NS B0E 1W0",45.602047,-60.740303,109000.0,2.0,1.0,0,130680.0,Single Family,,1949.0
"Lot Whycocomagh Road East Lake Ainslie, NS B0E 3M0",45.973999,-61.12011,99000.0,,,0,2497922.0,Land,,
"County Line Road Cleveland, NS B0E 1J0",45.682095,-61.207573,95000.0,,,0,1771585.0,Land,,
"2028 Hwy 247 L'ardoise, NS B0E 1S0",45.613609,-60.762119,139900.0,3.0,2.0,0,24498.0,Single Family,,
"30 King Ln Evanston, NS B0E 1J0",45.618698,-61.2187,139000.0,3.0,1.0,0,20103.0,Single Family,Bungalow,1978.0
"Lot Highway 4|false Bay Brook River Bourgeois, NS B0E 2X0",0.0,0.0,40000.0,,,0,56628.0,Land,,
"Lot Seaview Road Seaview, NS B0E 3B0",0.0,0.0,125000.0,,,0,1874300.0,Land,,
"Walkers Cove Road Judique South, NS B0E 1P0",0.0,0.0,499000.0,,,0,5109588.0,Land,,
"Highway 19 Judique, NS B0E 1P0",45.886841,-61.422028,475000.0,,,0,4399560.0,Land,,
"109 Main Street Whycocomagh 2, NS B0E 3M0",45.974135,-61.120067,200000.0,,,0,10803.0,Other,,1976.0
"No 206 Highway Lennox Passage, NS B0E 1V0",0.0,0.0,149000.0,,,0,2831400.0,Land,,
"Peter Sosna Drive Hay Cove, NS B0E 3B0",45.697334,-60.883572,49900.0,,,0,99752.0,Land,,
"11 Toulouse St St. Peter's, NS B0E 3B0",45.656353,-60.872856,279000.0,2.0,1.0,0,3768.0,Single Family,,1979.0
"Lot 2 19 Highway Creignish, NS B0E 1P0",45.886841,-61.422028,19900.0,,,0,125017.0,Land,,
"3395 Highway 206 Petit-de-grat, NS B0E 2L0",45.504429,-60.94017,24900.0,,,0,9535.0,Land,,
"Upper Glencoe Road Glencoe Mills, NS B0E 1X0",0.0,0.0,249000.0,,,0,1450548.0,Land,,
"337 Grandique Ferry Rd Louisdale, NS B0E 1V0",45.60297,-61.04723,1250000.0,4.0,4.0,0,3192948.0,Single Family,Bungalow,
"10701 Highway 105 Aberdeen, NS B0E 3M0",45.973213,-61.055149,150000.0,4.0,2.0,0,34500.0,Single Family,,1974.0
"Lot 35 Manfred Prekau Drive Hay Cove, NS B0E 3B0",45.697334,-60.883572,50000.0,,,0,118448.0,Land,,
"26 Malagawatch Cemetary Rd Malagawatch, NS B0E 2Y0",45.877811,-61.011314,78900.0,,,0,3746160.0,Land,,
"West Bay Road St George's Channel, NS B0E 3K0",0.0,0.0,80000.0,,,0,1089000.0,Land,,
"Wall Street Unit 33 Cape George, NS B0E 3B0",0.0,0.0,39900.0,,,0,114563.0,Land,,
"Lot 3 Tranquil Shore Road Marshes West Bay, NS B0E 1V0",0.0,0.0,35000.0,,,0,121615.0,Land,,
"Mountain Road Unit 26 Marble Mountain, NS B0E 3K0",45.819438,-61.044116,60000.0,,,0,22002.0,Land,,
"Lot 12 Golden View Dr St George's Channel, NS B0E 3K0",0.0,0.0,62000.0,,,0,134657.0,Land,,
"Lot 15 Golden Shore Lane West Bay Marshes, NS B0E 1J0",0.0,0.0,99500.0,,,0,125871.0,Land,,
"Scotch Road Whiteside, NS B0E 1J0",0.0,0.0,97500.0,,,0,4199184.0,Land,,
"Highway Unit 320 Martinique, NS B0E 1K0",0.0,0.0,75000.0,,,0,152460.0,Land,,
"Riverside Road West Bay Road, NS B0E 3L0",0.0,0.0,17500.0,,,0,31363.0,Land,,
"Lot Highway 320 D'escousse, NS B0E 1K0",0.0,0.0,70000.0,,,0,82328.0,Land,,
"West Bay Highway The Points West Bay, NS B0E 3K0",0.0,0.0,83000.0,,,0,3940398.0,Land,,
"15432 Cabot Trl Chticamp, NS B0E 1H0",46.636274,-61.007577,32500.0,,,0,3703.0,Other,,1929.0
"1817 Highway 205baddeck Baddeck Bay, NS B0E 1B0",0.0,0.0,949000.0,,,0,,Other,,
"13539 Cabot Trl Grand Tang, NS B0E 1L0",46.558083,-61.030575,160000.0,1.0,2.0,0,21854.0,Single Family,,1952.0
"Lot Shaws Road Lewis Cove Road, NS B0E 3B0",0.0,0.0,99000.0,,,0,5837040.0,Land,,
"376 Upper Glencoe Rd Mabou, NS B0E 1X0",45.971313,-61.328735,179000.0,4.0,1.0,0,1095970.0,Single Family,,1900.0
"1 SW Ridge Rd #21 Mabou, NS B0E 1X0",46.069241,-61.397724,39500.0,,,0,110642.0,Land,,
"No 19 Highway Troy, NS B0E 1X0",46.074806,-61.352741,69000.0,,,0,392667.0,Land,,
"No 19 Highway Troy, NS B0E 1X0",0.0,0.0,128000.0,,,0,3441240.0,Land,,
"No 19 Highway Troy, NS B0E 1X0",46.074806,-61.352741,89000.0,,,0,1960200.0,Land,,
"No 19 Highway Troy, NS B0E 1X0",0.0,0.0,125000.0,,,0,446551.0,Land,,
"Pleasant Bay Road PLEASANT HILL, NS B0E 2P0",0.0,0.0,85000.0,,,0,130680.0,Land,,
"110 De Raymond St St. Peter's, NS B0E 3B0",45.697334,-60.883572,650000.0,3.0,2.0,0,101059.0,Single Family,,1985.0
"173 Big Baddeck Rd Baddeck, NS B0E 1B0",46.109295,-60.755646,849000.0,,,0,191664.0,Other,,1953.0
"Marble Mountain Road Seal Cove, NS B0E 3K0",45.804634,-61.072605,70000.0,,,0,174240.0,Land,,
"Lot 13 Torus Drive Mcnabs Cove, NS B0E 3B0",0.0,0.0,99900.0,,,0,267894.0,Land,,
"1 Roach Rd Inverness, Subd. A, NS B0E 1H0",46.636261,-61.007828,199900.0,,,0,174205.0,Land,,
"Highway 4 St. Peter's, NS B0E 3B0",0.0,0.0,44000.0,,,0,74488.0,Land,,
"31 King Ln Evanston, NS B0E 1J0",45.618515,-61.218445,299999.0,4.0,2.0,0,160736.0,Single Family,4 Level,1993.0
"320 Highway Unit 121 #121 Louisdale, NS B0E 1V0",45.585289,-60.968819,99500.0,3.0,2.0,0,106722.0,Single Family,,1948.0
"2982 Point Michaud Rd Gracieville, NS B0E 1W0",45.582561,-60.725868,14500.0,,,0,10001.0,Land,,
"69 Bennies Ln Louisdale, NS B0E 1V0",45.606945,-61.061821,19500.0,2.0,1.0,0,5009.0,Single Family,Mini,
"256 Redbird Drivelot 35 36 Big Harbour, NS B0E 2Y0",45.875797,-61.230518,1260000.0,4.0,5.0,0,277817.0,Single Family,2 Level,2017.0
"45 Acre Marble Mountain Rd #31 Lime Hill, NS B0E 3K0",0.0,0.0,79000.0,,,0,136957.0,Land,,
"Lot 7 Macleod Pond Road Roberta, NS B0E 3K0",0.0,0.0,69500.0,,,0,172171.0,Land,,
"Little Mabou Road West Mabou, NS B0E 1X0",46.067089,-61.449749,189000.0,,,0,182516.0,Land,,
"Lot 2001-2c1 West Bay Highway Roberta, NS B0E 2K0",0.0,0.0,74900.0,,,0,962240.0,Land,,
"Lot 12 Mariner Way South River Bourgeois, NS B0E 2X0",0.0,0.0,99000.0,,,0,165829.0,Land,,
"Cabot Trail Road Chticamp, NS B0E 1H0",46.625149,-61.016396,89500.0,,,0,479160.0,Land,,
"Cabot Trail Unit 12483 St. Joseph Du Moine, NS B0E 3A0",0.0,0.0,24000.0,,,0,25857.0,Land,,
"21 Chemin Poirier Rd Inverness, Subd. A, NS B0E 1H0",46.626709,-61.013794,189900.0,1.0,1.0,0,2644.0,Single Family,,1921.0
"Hilltop Baddeck, NS B0E 1B0",0.0,0.0,36000.0,,,0,17585.0,Land,,
"Murray Street Mulgrave, NS B0E 2G0",0.0,0.0,59000.0,,,0,16161.0,Land,,
"West Bay Highway Dundee, NS B0E 3K0",45.749577,-60.983437,109000.0,,,0,78408.0,Land,,
"9401 Pepperell St St. Peter's, NS B0E 3B0",45.655537,-60.87466,229000.0,4.0,1.0,0,7449.0,Single Family,,1947.0
"Lot 09-1 3538 Highway 252 Brook Village, NS B0E 1X0",46.074806,-61.352741,597500.0,5.0,3.0,0,125017.0,Single Family,,
"Cameron Island West Bay, NS B0E 2Y0",45.712925,-61.164211,1200000.0,4.0,2.0,0,3600639.0,Single Family,Bungalow,
"206 Highwaylake Rd West Arichat, NS B0E 1A0",45.538185,-61.076989,95000.0,,,0,2072149.0,Land,,
"417 Main St Mulgrave, NS B0E 2G0",45.607572,-61.390368,55000.0,,,0,18500.0,Land,,
"2018-34 Y Evanston Roadstephen Augustin Dr Evanston, NS B0E 1J0",0.0,0.0,89000.0,,,0,103372.0,Land,,
"489485 Maple Dr Dr Cape George, NS B0E 3B0",45.697334,-60.883572,1790000.0,3.0,2.0,0,245678.0,Single Family,,2008.0
"South Grantie P Lane Scotsville, NS B0E 3M0",0.0,0.0,32500.0,,,0,141570.0,Land,,
"Whycocomagh Road Skye Glen, NS B0E 3M0",0.0,0.0,29500.0,,,0,108900.0,Land,,
"Widow Point Road Widow Point, NS B0E 3K0",0.0,0.0,49500.0,,,0,151589.0,Land,,
"Grandique Road Grand Lake, NS B0E 1K0",0.0,0.0,39500.0,,,0,239580.0,Land,,
"Lot Janvirns Harbour Road West Arichat, NS B0E 3J0",0.0,0.0,30000.0,,,0,138843.0,Land,,
"320 Highway #1581 Martinique, NS B0E 1K0",45.58529,-60.96882,158900.0,,,0,53143.0,Land,,
"Lefort Road LONG POINT, NS B0E 1H0",0.0,0.0,69900.0,,,0,1815145.0,Land,,
"Lot 49 Lucas Lane|kempt Road Cleveland, NS B0E 1J0",0.0,0.0,39000.0,,,0,112385.0,Land,,
"Lot 8 Lower River Road|highway APT 4 Cleveland, NS B0E 1J0",0.0,0.0,59000.0,,,0,106604.0,Land,,
"Barren Hill Road Barren Hill, NS B0E 1M0",0.0,0.0,59500.0,,,0,1873002.0,Land,,
"Lot 17 Hilltop Crescent Baddeck, NS B0E 1B0",0.0,0.0,34900.0,,,0,15146.0,Land,,
"Lot 18 Hilltop Crescent Baddeck, NS B0E 1B0",0.0,0.0,34900.0,,,0,14253.0,Land,,
"632 Orangedale Iona Rd West Alba, NS B0E 3M0",45.910053,-61.059612,1499000.0,4.0,2.0,0,16204289.0,Single Family,,
"469 S Grand Lake Rd Arichat, NS B0E 1A0",45.54047,-61.028885,299900.0,1.0,1.0,0,117612.0,Single Family,Bungalow,2005.0
"Cabot Trail St. Joseph Du Moine, NS B0E 3A0",0.0,0.0,25000.0,,,0,566280.0,Land,,
"Lot 12 Matway Dr St. Peter's, NS B0E 3B0",0.0,0.0,25000.0,,,0,8960.0,Land,,
"54 Railway Street Inverness, Subd. A, NS B0E 1N0",0.0,0.0,375000.0,,,0,30496.0,Land,,
"Cabot Trail Grand Tang, NS B0E 1L0",0.0,0.0,199000.0,,,0,261360.0,Land,,
"15661 Cabot Trl Chticamp, NS B0E 1H0",46.646946,-60.999973,549900.0,3.0,2.0,0,74923.0,Single Family,Bungalow,1963.0
"APT 4 Highway IRISH COVE, NS B0E 3B0",0.0,0.0,99900.0,,,0,263477.0,Land,,
"7 Apt 4 Hwy IRISH COVE, NS B0E 3B0",0.0,0.0,39900.0,,,0,126328.0,Land,,
"Cabot Trail Grand Tang, NS B0E 1L0",0.0,0.0,60000.0,,,0,2178000.0,Land,,
"14590 Cabot Trl LONG POINT, NS B0E 1H0",46.602503,-61.018608,29500.0,,,0,14000.0,Land,,
"9 Acres Grand Greve Rd #9 Grande Greve, NS B0E 3B0",45.632312,-60.846643,179000.0,,,0,431244.0,Land,,
"Lot 1 River Denys Mountain Road Rear Judique, NS B0E 1P0",0.0,0.0,39900.0,,,0,287496.0,Land,,
"Lot 2002-2c2 West Bay Highway The Points West Bay, NS B0E 2K0",0.0,0.0,74900.0,,,0,962240.0,Land,,
"Lot 2 Macleod Pond Road Roberta, NS B0E 2K0",0.0,0.0,69900.0,,,0,103673.0,Land,,
"Ross Road Oban, NS B0E 3B0",0.0,0.0,139000.0,,,0,4356000.0,Land,,
"1746 Janvrins Harbour Rd Janvrin Harbour, NS B0E 3J0",45.528492,-61.178101,219000.0,1.0,1.0,0,283140.0,Single Family,,2008.0
